2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/webob/compat.py:5: DeprecationWarning: 'cgi' is deprecated and slated for removal in Python 3.13
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_utils/eventletutils.py:34: DeprecationWarning: eventletutils module is deprecated and will be removed.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/eventlet_backdoor.py:36: DeprecationWarning: The 'oslo_service.eventlet_backdoor' module usage is deprecated and will be removed in version '2026.2': The 'eventlet_backdoor' module is deprecated and will be removed in version 2026.2. This module is not being replaced. Please migrate away from using it and remove any dependencies on this module.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_service/sslutils.py:24: DeprecationWarning: The 'oslo_service.sslutils' module usage is deprecated and will be removed in version '2026.2': The 'oslo_service.sslutils' module is deprecated and will be removed in version 2026.2.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/oslo_policy/policy.py:1630: DeprecationWarning: volume_extension:quotas:show deprecated without deprecated_reason or deprecated_since. This will be an error in a future release
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : /opt/stack/data/venv/lib/python3.12/site-packages/eventlet/__init__.py:83: DeprecationWarning: Using fork() is a bad idea, and there is no guarantee eventlet will work. See https://eventlet.readthedocs.io/en/latest/fork.html for more details.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Option "api_paste_config" from group "DEFAULT" is deprecated for removal (The 'api_paste_config' option is deprecated and will be removed in a future release.).  Its value may be silently ignored in the future.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service : /opt/stack/cinder/cinder/api/validation/validators.py:126: DeprecationWarning: FormatChecker.cls_checks is deprecated. Call FormatChecker.checks on a specific FormatChecker instance instead.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsTest-volume-type-655253909 is set by the default quota flag: quota_volumes_tempest-GroupsTest-volume-type-655253909, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsTest-volume-type-655253909 is set by the default quota flag: quota_gigabytes_tempest-GroupsTest-volume-type-655253909, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-UserMessagesTest-volume-type-780695112 is set by the default quota flag: quota_volumes_tempest-UserMessagesTest-volume-type-780695112, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-UserMessagesTest-volume-type-780695112 is set by the default quota flag: quota_gigabytes_tempest-UserMessagesTest-volume-type-780695112, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-UserMessagesTest-volume-type-87791833 is set by the default quota flag: quota_volumes_tempest-UserMessagesTest-volume-type-87791833, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-UserMessagesTest-volume-type-87791833 is set by the default quota flag: quota_gigabytes_tempest-UserMessagesTest-volume-type-87791833, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-586737856 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-586737856, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-586737856 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-586737856, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-586737856 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-586737856, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-375586538 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-375586538, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-375586538 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-375586538, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-375586538 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-375586538, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsTest-volume-type-2005650983 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsTest-volume-type-2005650983, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsTest-volume-type-2005650983 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsTest-volume-type-2005650983, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsTest-volume-type-2005650983 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsTest-volume-type-2005650983, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupSnapshotsV319Test-volume-type-1731301080 is set by the default quota flag: quota_volumes_tempest-GroupSnapshotsV319Test-volume-type-1731301080, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupSnapshotsV319Test-volume-type-1731301080 is set by the default quota flag: quota_gigabytes_tempest-GroupSnapshotsV319Test-volume-type-1731301080, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-GroupSnapshotsV319Test-volume-type-1731301080 is set by the default quota flag: quota_snapshots_tempest-GroupSnapshotsV319Test-volume-type-1731301080, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_volume-type-1 is set by the default quota flag: quota_volumes_volume-type-1, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_volume-type-1 is set by the default quota flag: quota_gigabytes_volume-type-1, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_volume-type-2 is set by the default quota flag: quota_volumes_volume-type-2, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_volume-type-2 is set by the default quota flag: quota_gigabytes_volume-type-2, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesTest-volume-type-1960410211 is set by the default quota flag: quota_volumes_tempest-VolumeTypesTest-volume-type-1960410211, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesTest-volume-type-1960410211 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesTest-volume-type-1960410211, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesTest-volume-type-1844119867 is set by the default quota flag: quota_volumes_tempest-VolumeTypesTest-volume-type-1844119867, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesTest-volume-type-1844119867 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesTest-volume-type-1844119867, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-2105390635-186216697 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-2105390635-186216697, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-2105390635-186216697 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-2105390635-186216697, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1318715545-1658400208 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1318715545-1658400208, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1318715545-1658400208 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1318715545-1658400208, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1857999635-1913644950 is set by the default quota flag: quota_volumes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1857999635-1913644950, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1857999635-1913644950 is set by the default quota flag: quota_gigabytes_tempest-scenario-type-tempest-TestInstancesWithCinderVolumes-volume-type-1857999635-1913644950, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Consistency Group APIs are deprecated. Use Generic Volume Group APIs instead.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-804987069 is set by the default quota flag: quota_volumes_tempest-volume-type-804987069, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-804987069 is set by the default quota flag: quota_gigabytes_tempest-volume-type-804987069, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Consistency Group Snapshot APIs are deprecated. Use Generic Volume Group Snapshot APIs instead.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-volume-type-804987069 is set by the default quota flag: quota_snapshots_tempest-volume-type-804987069, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-1271183445 is set by the default quota flag: quota_volumes_tempest-volume-type-1271183445, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-1271183445 is set by the default quota flag: quota_gigabytes_tempest-volume-type-1271183445, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-1127862591 is set by the default quota flag: quota_volumes_tempest-volume-type-1127862591, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-1127862591 is set by the default quota flag: quota_gigabytes_tempest-volume-type-1127862591, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: snapshots_tempest-volume-type-1127862591 is set by the default quota flag: quota_snapshots_tempest-volume-type-1127862591, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-volume-type-126389878 is set by the default quota flag: quota_volumes_tempest-volume-type-126389878, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-volume-type-126389878 is set by the default quota flag: quota_gigabytes_tempest-volume-type-126389878, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectReaderTests-volume-type-214599271 is set by the default quota flag: quota_volumes_tempest-ProjectReaderTests-volume-type-214599271, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectReaderTests-volume-type-214599271 is set by the default quota flag: quota_gigabytes_tempest-ProjectReaderTests-volume-type-214599271, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectReaderTests-volume-type-510466783 is set by the default quota flag: quota_volumes_tempest-ProjectReaderTests-volume-type-510466783, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectReaderTests-volume-type-510466783 is set by the default quota flag: quota_gigabytes_tempest-ProjectReaderTests-volume-type-510466783, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-GroupsV314Test-volume-type-1508382608 is set by the default quota flag: quota_volumes_tempest-GroupsV314Test-volume-type-1508382608, it is now deprecated. Please use the default quota class for default quota.
2 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-GroupsV314Test-volume-type-1508382608 is set by the default quota flag: quota_gigabytes_tempest-GroupsV314Test-volume-type-1508382608, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-VolumeTypesAccessTest-volume-type-1877741818 is set by the default quota flag: quota_volumes_tempest-VolumeTypesAccessTest-volume-type-1877741818, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-VolumeTypesAccessTest-volume-type-1877741818 is set by the default quota flag: quota_gigabytes_tempest-VolumeTypesAccessTest-volume-type-1877741818, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-974091878 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-974091878, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-974091878 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-974091878, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-691833334 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-691833334, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-691833334 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-691833334, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectMemberTests-volume-type-1845885484 is set by the default quota flag: quota_volumes_tempest-ProjectMemberTests-volume-type-1845885484, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectMemberTests-volume-type-1845885484 is set by the default quota flag: quota_gigabytes_tempest-ProjectMemberTests-volume-type-1845885484, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6 is set by the default quota flag: quota_volumes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6 is set by the default quota flag: quota_gigabytes_vol-type-for-6e9266ff-a917-4dd5-aa4a-c36e59e7a2a6, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-704003236 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-704003236, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-704003236 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-704003236, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-888928649 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-888928649, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-888928649 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-888928649, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: volumes_tempest-ProjectAdminTests-volume-type-1204090105 is set by the default quota flag: quota_volumes_tempest-ProjectAdminTests-volume-type-1204090105, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-api.txt:Aug  np0000042297 devstack@c-api.service  Deprecated: Default quota for resource: gigabytes_tempest-ProjectAdminTests-volume-type-1204090105 is set by the default quota flag: quota_gigabytes_tempest-ProjectAdminTests-volume-type-1204090105, it is now deprecated. Please use the default quota class for default quota.
1 :: /home/zuul/logs/screen-c-sch.txt:Aug  np0000042297 cinder-scheduler : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
1 :: /home/zuul/logs/screen-c-sch.txt:Aug  np0000042297 cinder-scheduler : Eventlet is deprecated. It is currently being maintained in bugfix mode, and
1 :: /home/zuul/logs/screen-c-vol.txt:Aug  np0000042297 cinder-volume : /opt/stack/cinder/cinder/__init__.py:21: EventletDeprecationWarning:
